Reason1,Reason2,Reason3,Reason4,Month,Day,Transportation_Expense,Distance,Age,Workload ,Hit_Target,Disciplinary_Failure,Education,Son,Social_Drinker,Social_Smoker,Pet,BMI,Absenteeism
1,0,0,0,6,4,118,10,37,275089,96,0,0,0,0,0,0,28,8
0,0,0,1,6,5,378,49,36,275089,96,0,0,2,0,1,4,21,8
0,0,1,0,6,5,118,13,50,275089,96,0,0,1,1,0,0,31,24
0,0,1,0,6,6,233,51,31,275089,96,0,1,1,1,0,8,21,8
0,0,0,1,6,6,179,26,30,275089,96,0,1,0,0,0,0,19,2
0,0,0,0,6,2,235,29,48,275089,96,1,0,1,0,1,5,33,0
0,0,0,0,6,2,268,11,33,275089,96,1,1,0,0,0,0,25,0
0,0,1,0,6,5,118,13,50,275089,96,0,0,1,1,0,0,31,3
1,0,0,0,6,5,179,26,30,275089,96,0,1,0,0,0,0,19,2
0,0,0,1,6,5,291,31,40,275089,96,0,0,1,1,0,1,25,2
1,0,0,0,6,2,179,26,30,275089,96,0,1,0,0,0,0,19,3
0,0,0,1,6,2,118,10,37,275089,96,0,0,0,0,0,0,28,3
0,0,0,1,6,5,233,51,31,275089,96,0,1,1,1,0,8,21,8
1,0,0,0,6,6,118,10,37,275089,96,0,0,0,0,0,0,28,2
1,0,0,0,6,4,118,10,37,275089,96,0,0,0,0,0,0,28,3
0,0,0,1,6,4,233,51,31,275089,96,0,1,1,1,0,8,21,3
0,0,0,1,7,4,235,20,43,264604,93,0,0,1,1,0,0,38,4
0,0,1,0,7,6,233,51,31,264604,93,0,1,1,1,0,8,21,2
1,0,0,0,7,2,228,14,58,264604,93,0,0,2,0,0,1,22,8
0,0,0,1,7,2,118,10,37,264604,93,0,0,0,0,0,0,28,4
1,0,0,0,7,3,228,14,58,264604,93,0,0,2,0,0,1,22,120
0,0,0,1,7,3,189,29,33,264604,93,0,0,2,0,0,2,25,16
0,0,0,1,7,4,118,10,37,264604,93,0,0,0,0,0,0,28,2
0,0,0,1,7,4,361,52,28,264604,93,0,0,1,1,0,4,27,8
0,0,0,1,7,4,225,26,28,264604,93,0,0,1,0,0,2,24,8
1,0,0,0,7,2,369,17,31,264604,93,0,0,3,1,0,0,25,80
1,0,0,0,7,3,289,36,33,264604,93,0,0,2,1,0,1,30,8
1,0,0,0,7,3,235,11,37,264604,93,0,1,1,0,0,1,29,4
